example_id,source,split,model_name,task,train_loss,validation_loss,train_metric,validation_metric,learning_rate,epochs,additional_information,diagnosis,evidence,next_experiment
synthetic_v3_learning_rate_too_low_032,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.441, 1.436, 1.431, 1.426, 1.421, 1.416, 1.411, 1.406, 1.401, 1.396, 1.391, 1.386, 1.381, 1.376, 1.371, 1.366]","[1.501, 1.497, 1.492, 1.488, 1.484, 1.479, 1.475, 1.471, 1.466, 1.462, 1.457, 1.453, 1.449, 1.444, 1.44, 1.436]","[0.399, 0.404, 0.409, 0.414, 0.419, 0.424, 0.429, 0.434, 0.439, 0.444, 0.449, 0.454, 0.459, 0.464, 0.469, 0.474]","[0.389, 0.394, 0.399, 0.403, 0.408, 0.413, 0.418, 0.422, 0.427, 0.432, 0.436, 0.441, 0.446, 0.451, 0.455, 0.46]",7.6e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",Gradient clipping was enabled with the same limit in every epoch.,learning_rate_too_low,"Despite 16 stable epochs, training loss only moved from 1.441 to 1.366, leaving performance poor within the available budget.",Raise the learning rate and compare how much progress is made in the same epoch budget.
synthetic_v3_overfitting_008,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.55, 1.355, 1.168, 0.99, 0.822, 0.665, 0.52, 0.388, 0.274, 0.181, 0.124]","[1.64, 1.089, 0.641, 0.367, 0.465, 0.562, 0.657, 0.749, 0.838, 0.923, 0.997]","[0.449, 0.52, 0.588, 0.653, 0.715, 0.772, 0.825, 0.873, 0.915, 0.949, 0.97]","[0.439, 0.596, 0.724, 0.803, 0.77, 0.738, 0.707, 0.676, 0.647, 0.619, 0.594]",0.001055,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",No learning-rate scheduler was enabled.,overfitting,"Validation loss reached its lowest value of 0.367 at epoch 4, then increased to 0.997, while training loss continued decreasing to 0.124.",Stop training near epoch 4 and evaluate that checkpoint on a separate holdout.
synthetic_v3_data_leakage_suspected_020,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[0.42, 0.314, 0.218, 0.134, 0.066, 0.024]","[0.38, 0.285, 0.199, 0.124, 0.063, 0.025]","[0.84, 0.881, 0.918, 0.95, 0.976, 0.992]","[0.88, 0.911, 0.94, 0.965, 0.985, 0.997]",0.001,"[1, 2, 3, 4, 5, 6]",A feature audit found that the input column named target_copy exactly matched the target for every training and validation sample. Clean holdout metric was 0.61.,data_leakage_suspected,"The target_copy input feature directly revealed the target in both splits. Validation metric was 0.997, but it fell to 0.610 after removing that feature on a clean holdout.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
synthetic_v3_learning_rate_too_high_013,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[0.868, 2.98, 1.092, 3.275, 1.129, 2.863, 0.791, 1.951, 1.343, 3.318]","[1.028, 3.152, 1.221, 3.456, 1.237, 3.028, 0.872, 2.092, 1.468, 3.472]","[0.55, 0.311, 0.522, 0.288, 0.451, 0.299, 0.452, 0.295, 0.491, 0.376]","[0.539, 0.277, 0.492, 0.254, 0.414, 0.286, 0.439, 0.281, 0.475, 0.35]",0.2538,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",The same optimizer converged when a much smaller rate was used in a pilot run.,learning_rate_too_high,"Loss oscillated throughout 10 epochs, including increases from 0.868 to 2.980 and from 1.092 to 3.275; the run did not converge.",Repeat the configuration with a learning rate ten times smaller.
synthetic_v3_learning_rate_too_low_006,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.42, 1.409, 1.398, 1.387, 1.375, 1.364, 1.353, 1.342, 1.331, 1.32, 1.309, 1.298, 1.286]","[1.48, 1.47, 1.459, 1.449, 1.439, 1.428, 1.418, 1.408, 1.398, 1.387, 1.377, 1.367, 1.356]","[0.372, 0.377, 0.383, 0.389, 0.395, 0.4, 0.406, 0.412, 0.417, 0.423, 0.429, 0.435, 0.44]","[0.362, 0.366, 0.371, 0.376, 0.38, 0.385, 0.39, 0.394, 0.399, 0.404, 0.408, 0.413, 0.417]",8.6e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",The same architecture was used for the complete experiment.,learning_rate_too_low,"Training loss decreased consistently by only 0.134, from 1.420 to 1.286, across 13 epochs, while the training metric improved by only 0.068.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_healthy_045,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.793, 1.596, 1.406, 1.225, 1.053, 0.89, 0.738, 0.598, 0.471, 0.36, 0.27, 0.215]","[1.909, 1.707, 1.514, 1.329, 1.154, 0.988, 1.003, 0.689, 0.56, 0.447, 0.355, 0.298]","[0.473, 0.532, 0.59, 0.644, 0.697, 0.746, 0.792, 0.834, 0.873, 0.906, 0.934, 0.95]","[0.458, 0.514, 0.568, 0.619, 0.668, 0.715, 0.71, 0.798, 0.834, 0.866, 0.891, 0.907]",0.001779,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Validation had one small wobble before returning to its improving trend.,healthy,"Across 12 epochs, training loss decreased from 1.793 to 0.215 and validation loss decreased from 1.909 to 0.298. The final training and validation metrics remained close at 0.950 and 0.907.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_learning_rate_too_low_041,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.689, 1.682, 1.674, 1.666, 1.658, 1.65, 1.643, 1.635, 1.627, 1.619, 1.611, 1.604, 1.596, 1.588]","[1.749, 1.742, 1.735, 1.728, 1.721, 1.714, 1.707, 1.7, 1.693, 1.686, 1.679, 1.672, 1.665, 1.658]","[0.345, 0.349, 0.353, 0.356, 0.36, 0.364, 0.368, 0.372, 0.375, 0.379, 0.383, 0.387, 0.39, 0.394]","[0.335, 0.338, 0.341, 0.344, 0.347, 0.349, 0.352, 0.355, 0.358, 0.361, 0.364, 0.367, 0.369, 0.372]",9.1e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Parameter updates were very small and progress remained slow but stable.,learning_rate_too_low,"Despite 14 stable epochs, training loss only moved from 1.689 to 1.588, leaving performance poor within the available budget.",Raise the learning rate and compare how much progress is made in the same epoch budget.
synthetic_v3_healthy_041,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.676, 1.484, 1.3, 1.125, 0.96, 0.805, 0.662, 0.534, 0.421, 0.329, 0.274]","[1.772, 1.576, 1.389, 1.211, 1.042, 0.885, 0.74, 0.608, 0.494, 0.4, 0.344]","[0.407, 0.481, 0.552, 0.619, 0.682, 0.742, 0.797, 0.846, 0.89, 0.925, 0.946]","[0.388, 0.463, 0.534, 0.602, 0.666, 0.726, 0.781, 0.831, 0.875, 0.911, 0.932]",0.00287,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",The gap between the two splits stayed small throughout the run.,healthy,"Training and validation followed the same improving trend: losses ended at 0.274 and 0.344, while their metrics reached 0.946 and 0.932.",Repeat the experiment once more to confirm that the stable result is reproducible.
synthetic_v3_underfitting_018,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[2.198, 2.043, 1.91, 1.798, 1.707, 1.634, 1.58, 1.541, 1.517, 1.505, 1.503]","[2.265, 2.107, 1.972, 1.858, 1.765, 1.692, 1.636, 1.597, 1.573, 1.56, 1.558]","[0.26, 0.31, 0.353, 0.389, 0.419, 0.443, 0.46, 0.473, 0.481, 0.485, 0.485]","[0.259, 0.305, 0.344, 0.377, 0.404, 0.425, 0.441, 0.453, 0.46, 0.463, 0.464]",0.001218,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",No checkpoints were removed from the recorded history.,underfitting,Training remained poor after 11 epochs: training loss was 1.503 and training metric was 0.485. Validation values were similarly poor at 1.558 loss and 0.464 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_learning_rate_too_high_003,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[0.833, 3.363, 1.026, 3.092, 0.987, 3.308, 1.278, 2.199, 1.106, 2.65, 0.782, 2.106]","[0.953, 3.5, 1.161, 3.245, 1.129, 3.427, 1.432, 2.299, 1.305, 2.819, 0.898, 2.226]","[0.574, 0.296, 0.556, 0.254, 0.572, 0.266, 0.551, 0.376, 0.538, 0.343, 0.559, 0.324]","[0.563, 0.272, 0.517, 0.221, 0.539, 0.239, 0.519, 0.348, 0.523, 0.314, 0.53, 0.289]",0.0869,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The same optimizer converged when a much smaller rate was used in a pilot run.,learning_rate_too_high,"Training loss repeatedly jumped from 0.833 at epoch 1 to 3.363 at epoch 2 and from 1.026 at epoch 3 to 3.092 at epoch 4, with no stable downward trend.",Lower the learning rate by about 10x and run the same experiment again.
synthetic_v3_learning_rate_too_high_039,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[0.919, 2.633, 1.062, 3.341, 1.082, 2.727, 0.991, 3.156]","[1.03, 2.813, 1.153, 3.424, 1.168, 2.909, 1.165, 3.262]","[0.483, 0.241, 0.481, 0.317, 0.527, 0.356, 0.595, 0.323]","[0.459, 0.227, 0.466, 0.283, 0.51, 0.328, 0.557, 0.292]",0.2273,"[1, 2, 3, 4, 5, 6, 7, 8]",Gradient clipping did not remove the recurring oscillations.,learning_rate_too_high,"Training loss repeatedly jumped from 0.919 at epoch 1 to 2.633 at epoch 2 and from 1.062 at epoch 3 to 3.341 at epoch 4, with no stable downward trend.",Lower the learning rate by about 10x and run the same experiment again.
synthetic_v3_overfitting_032,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.642, 1.372, 1.116, 0.877, 0.657, 0.458, 0.284, 0.142, 0.056]","[1.744, 1.284, 0.883, 0.558, 0.359, 0.516, 0.668, 0.812, 0.937]","[0.422, 0.516, 0.604, 0.687, 0.763, 0.832, 0.892, 0.941, 0.971]","[0.412, 0.55, 0.67, 0.768, 0.828, 0.789, 0.752, 0.716, 0.685]",0.000759,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",Gradient clipping was enabled with the same limit in every epoch.,overfitting,"Validation loss reached its lowest value of 0.359 at epoch 5, then increased to 0.937, while training loss continued decreasing to 0.056.",Stop training near epoch 5 and evaluate that checkpoint on a separate holdout.
synthetic_v3_insufficient_evidence_008,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.137, 0.928, 0.767, 0.654, 0.568]","[1.184, 0.973, 0.803, 0.722, 0.604]","[0.661, 0.621, 0.581, 0.541, 0.501]","[0.647, 0.601, 0.551, 0.514, 0.481]",0.001,"[1, 2, 3, 4, 5]",No learning-rate scheduler was enabled.,insufficient_evidence,"The losses improve but both recorded metrics become worse, so the logs are contradictory and may use an unknown metric direction or contain a logging error.","Verify the metric definition and logging code, then repeat the run before diagnosing it."
synthetic_v3_learning_rate_too_high_027,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.125, 2.486, 1.194, 3.152, 1.227, 1.999, 1.239, 2.995, 1.343]","[1.212, 2.576, 1.326, 3.286, 1.38, 2.116, 1.408, 3.164, 1.437]","[0.556, 0.326, 0.475, 0.372, 0.528, 0.341, 0.558, 0.23, 0.469]","[0.523, 0.308, 0.438, 0.339, 0.517, 0.307, 0.54, 0.218, 0.438]",0.1942,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",Neither split settled into a downward trend during the run.,learning_rate_too_high,"Training loss repeatedly jumped from 1.125 at epoch 1 to 2.486 at epoch 2 and from 1.194 at epoch 3 to 3.152 at epoch 4, with no stable downward trend.",Lower the learning rate by about 10x and run the same experiment again.
synthetic_v3_learning_rate_too_low_003,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.778, 1.77, 1.762, 1.755, 1.747, 1.739, 1.732, 1.724, 1.717, 1.709, 1.701, 1.694, 1.686, 1.678]","[1.838, 1.831, 1.824, 1.817, 1.81, 1.803, 1.796, 1.79, 1.783, 1.776, 1.769, 1.762, 1.755, 1.748]","[0.372, 0.378, 0.383, 0.388, 0.394, 0.399, 0.404, 0.409, 0.415, 0.42, 0.425, 0.431, 0.436, 0.441]","[0.362, 0.366, 0.37, 0.374, 0.378, 0.381, 0.385, 0.389, 0.393, 0.397, 0.4, 0.404, 0.408, 0.412]",3.6e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",A short pilot with a larger rate made more progress in the same number of epochs.,learning_rate_too_low,"Training loss decreased consistently by only 0.100, from 1.778 to 1.678, across 14 epochs, while the training metric improved by only 0.069.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_underfitting_004,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[2.237, 1.982, 1.781, 1.629, 1.522, 1.455, 1.422, 1.414]","[2.332, 2.067, 1.857, 1.698, 1.586, 1.516, 1.482, 1.474]","[0.369, 0.39, 0.406, 0.419, 0.427, 0.433, 0.436, 0.436]","[0.363, 0.38, 0.393, 0.403, 0.41, 0.414, 0.416, 0.417]",0.000759,"[1, 2, 3, 4, 5, 6, 7, 8]",Metrics were recorded once at the end of every epoch.,underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.414 and 1.474, and neither metric exceeded 0.436.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_insufficient_evidence_026,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.374, 1.149, 0.945, 0.767, 0.623, 0.535]",[],"[0.455, 0.547, 0.63, 0.703, 0.762, 0.799]",[],0.001,"[1, 2, 3, 4, 5, 6]",The same architecture was used for the complete experiment.,insufficient_evidence,"Validation loss and validation metric are missing, so generalization cannot be compared with training performance.",Run the experiment again with validation loss and validation metric logging enabled.
synthetic_v3_overfitting_000,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.393, 1.23, 1.073, 0.923, 0.78, 0.645, 0.519, 0.403, 0.298, 0.206, 0.131, 0.085]","[1.467, 0.995, 0.612, 0.378, 0.475, 0.57, 0.663, 0.755, 0.844, 0.931, 1.013, 1.084]","[0.52, 0.577, 0.632, 0.685, 0.735, 0.782, 0.827, 0.868, 0.904, 0.937, 0.963, 0.979]","[0.51, 0.662, 0.785, 0.861, 0.84, 0.819, 0.799, 0.778, 0.759, 0.74, 0.722, 0.706]",0.002948,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The run completed without hardware or logging errors.,overfitting,"Validation loss reached its lowest value of 0.378 at epoch 4, then increased to 1.084, while training loss continued decreasing to 0.085.",Restore the checkpoint from epoch 4 and test early stopping.
synthetic_v3_overfitting_046,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.693, 1.453, 1.226, 1.011, 0.811, 0.625, 0.458, 0.312, 0.193, 0.12]","[1.795, 1.157, 0.638, 0.322, 0.479, 0.632, 0.781, 0.926, 1.063, 1.183]","[0.42, 0.503, 0.581, 0.656, 0.725, 0.789, 0.847, 0.898, 0.939, 0.964]","[0.41, 0.603, 0.759, 0.855, 0.818, 0.781, 0.746, 0.711, 0.679, 0.65]",0.000343,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",The same architecture was used for the complete experiment.,overfitting,"The generalization gap grew after epoch 4: the final training metric was 0.964, while the validation metric fell to 0.650.",Use epoch 4 as the early-stopping point and compare it with the final checkpoint.
synthetic_v3_insufficient_evidence_035,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,[1.033],[1.013],[0.548],[0.532],0.001,[1],Only one epoch was recorded.,insufficient_evidence,"Only one epoch is available, so no training or validation trend can be established.",Continue training for more epochs and record both training and validation metrics.
synthetic_v3_data_leakage_suspected_036,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[0.42, 0.323, 0.235, 0.159, 0.096, 0.058]","[0.38, 0.288, 0.204, 0.132, 0.072, 0.036]","[0.84, 0.881, 0.918, 0.95, 0.976, 0.992]","[0.88, 0.911, 0.939, 0.963, 0.983, 0.995]",0.001,"[1, 2, 3, 4, 5, 6]",A split audit found 306 identical samples in both the training and validation sets. Accuracy on a deduplicated holdout was 0.68.,data_leakage_suspected,"The split audit found 306 exact duplicates shared by the training and validation sets. Validation metric was 0.995, but the deduplicated holdout metric was 0.680.","Create a new clean split before preprocessing, remove the leakage source, and evaluate the same configuration on an untouched holdout set."
synthetic_v3_healthy_004,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.227, 1.02, 0.825, 0.646, 0.484, 0.342, 0.227, 0.156]","[1.283, 1.071, 0.873, 0.69, 0.524, 0.38, 0.262, 0.191]","[0.397, 0.496, 0.588, 0.674, 0.751, 0.819, 0.874, 0.907]","[0.389, 0.482, 0.57, 0.651, 0.724, 0.788, 0.84, 0.872]",0.001285,"[1, 2, 3, 4, 5, 6, 7, 8]",Metrics were recorded once at the end of every epoch.,healthy,"Both splits improved over 8 epochs. Final losses were 0.156 for training and 0.191 for validation, with final metrics of 0.907 and 0.872.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_learning_rate_too_high_004,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[0.772, 3.322, 0.827, 1.928, 0.97, 2.127, 1.233, 2.516, 1.292]","[0.962, 3.507, 0.995, 2.015, 1.067, 2.232, 1.352, 2.675, 1.435]","[0.497, 0.231, 0.587, 0.262, 0.503, 0.339, 0.558, 0.316, 0.554]","[0.469, 0.215, 0.57, 0.235, 0.486, 0.3, 0.539, 0.297, 0.538]",0.2262,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",Metrics were recorded once at the end of every epoch.,learning_rate_too_high,"Loss oscillated throughout 9 epochs, including increases from 0.772 to 3.322 and from 0.827 to 1.928; the run did not converge.",Repeat the configuration with a learning rate ten times smaller.
synthetic_v3_underfitting_010,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.942, 1.814, 1.706, 1.618, 1.549, 1.496, 1.459, 1.436, 1.425, 1.422]","[2.016, 1.886, 1.776, 1.686, 1.615, 1.562, 1.524, 1.5, 1.489, 1.486]","[0.337, 0.361, 0.381, 0.398, 0.411, 0.421, 0.428, 0.433, 0.435, 0.435]","[0.329, 0.348, 0.364, 0.378, 0.388, 0.396, 0.401, 0.405, 0.407, 0.407]",0.000519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",The optimizer state was reset before training started.,underfitting,"Both splits reached a weak plateau. Training and validation losses ended close together at 1.422 and 1.486, and neither metric exceeded 0.435.","Increase the training budget first, then try a model with more capacity if the plateau remains."
synthetic_v3_healthy_033,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.215, 1.081, 0.953, 0.831, 0.716, 0.608, 0.509, 0.419, 0.34, 0.277, 0.238]","[1.275, 1.144, 1.02, 0.901, 0.789, 0.804, 0.588, 0.5, 0.424, 0.362, 0.324]","[0.51, 0.572, 0.631, 0.687, 0.74, 0.79, 0.836, 0.877, 0.913, 0.943, 0.96]","[0.486, 0.548, 0.607, 0.664, 0.717, 0.712, 0.814, 0.855, 0.892, 0.921, 0.939]",0.002426,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",A second seed produced a similar smooth improvement on both splits.,healthy,"Across 11 epochs, training loss decreased from 1.215 to 0.238 and validation loss decreased from 1.275 to 0.324. The final training and validation metrics remained close at 0.960 and 0.939.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_data_leakage_suspected_038,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[0.42, 0.323, 0.235, 0.159, 0.096, 0.058]","[0.38, 0.284, 0.198, 0.123, 0.061, 0.024]","[0.84, 0.879, 0.915, 0.946, 0.971, 0.987]","[0.88, 0.911, 0.939, 0.963, 0.983, 0.995]",0.001,"[1, 2, 3, 4, 5, 6]",A feature audit found that the input column named target_copy exactly matched the target for every training and validation sample. Clean holdout metric was 0.61.,data_leakage_suspected,"The target_copy input feature directly revealed the target in both splits. Validation metric was 0.995, but it fell to 0.610 after removing that feature on a clean holdout.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
